,ligand_id,file_prefix,label,train_test_split,atom_count,xsize,ysize,zsize,p_atom_count1,p_atom_count2,p_xsize,p_ysize,p_zsize,bind,pdbid
1861,3juq,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3juq,4.91,0,0,0,0,0,0,0,0,0,0,0,3juq
1862,3jy0,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3jy0,8.3,0,0,0,0,0,0,0,0,0,0,1,3jy0
1863,3jyr,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3jyr,5.54,0,0,0,0,0,0,0,0,0,0,0,3jyr
1864,3jzg,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3jzg,4.4,0,0,0,0,0,0,0,0,0,0,0,3jzg
1865,3jzh,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3jzh,3.4,0,0,0,0,0,0,0,0,0,0,0,3jzh
1866,3jzj,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3jzj,3.61,0,0,0,0,0,0,0,0,0,0,0,3jzj
1867,3k00,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3k00,5.77,0,0,0,0,0,0,0,0,0,0,0,3k00
1868,3k02,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3k02,5.0,0,0,0,0,0,0,0,0,0,0,0,3k02
1869,3k1j,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3k1j,6.4,0,0,0,0,0,0,0,0,0,0,2,3k1j
1870,3k2f,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3k2f,7.2,0,0,0,0,0,0,0,0,0,0,2,3k2f
1871,3k37,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3k37,8.92,0,0,0,0,0,0,0,0,0,0,1,3k37
1872,3k4q,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3k4q,5.34,0,0,0,0,0,0,0,0,0,0,0,3k4q
1873,3k5i,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3k5i,4.7,0,0,0,0,0,0,0,0,0,0,0,3k5i
1874,3k5x,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3k5x,6.41,0,0,0,0,0,0,0,0,0,0,2,3k5x
1875,3k8c,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3k8c,2.92,0,0,0,0,0,0,0,0,0,0,0,3k8c
1876,3k8o,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3k8o,11.07,0,0,0,0,0,0,0,0,0,0,1,3k8o
1877,3k8q,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3k8q,11.28,0,0,0,0,0,0,0,0,0,0,1,3k8q
1878,3k99,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3k99,7.22,0,0,0,0,0,0,0,0,0,0,2,3k99
1879,3kdb,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3kdb,9.85,0,0,0,0,0,0,0,0,0,0,1,3kdb
1880,3kdc,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3kdc,9.28,0,0,0,0,0,0,0,0,0,0,1,3kdc
1881,3kdm,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3kdm,7.0,0,0,0,0,0,0,0,0,0,0,2,3kdm
1882,3kek,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3kek,8.36,0,0,0,0,0,0,0,0,0,0,1,3kek
1883,3kgq,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3kgq,2.3,0,0,0,0,0,0,0,0,0,0,0,3kgq
1884,3kgu,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3kgu,5.92,0,0,0,0,0,0,0,0,0,0,0,3kgu
1885,3kiv,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3kiv,4.7,0,0,0,0,0,0,0,0,0,0,0,3kiv
1886,3kjd,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3kjd,8.54,0,0,0,0,0,0,0,0,0,0,1,3kjd
1887,3kku,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3kku,5.7,0,0,0,0,0,0,0,0,0,0,0,3kku
1888,3kmc,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3kmc,6.4,0,0,0,0,0,0,0,0,0,0,2,3kmc
1889,3kmx,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3kmx,4.82,0,0,0,0,0,0,0,0,0,0,0,3kmx
1890,3kmy,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3kmy,4.49,0,0,0,0,0,0,0,0,0,0,0,3kmy
1891,3kqr,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3kqr,4.43,0,0,0,0,0,0,0,0,0,0,0,3kqr
1892,3kr4,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3kr4,7.6,0,0,0,0,0,0,0,0,0,0,2,3kr4
1893,3kv2,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3kv2,7.32,0,0,0,0,0,0,0,0,0,0,2,3kv2
1894,3kyq,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3kyq,4.22,0,0,0,0,0,0,0,0,0,0,0,3kyq
1895,3l0v,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3l0v,7.64,0,0,0,0,0,0,0,0,0,0,2,3l0v
1896,3l1n,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3l1n,5.63,0,0,0,0,0,0,0,0,0,0,0,3l1n
1897,3l3n,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3l3n,8.18,0,0,0,0,0,0,0,0,0,0,1,3l3n
1898,3l4u,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3l4u,7.52,0,0,0,0,0,0,0,0,0,0,2,3l4u
1899,3l4v,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3l4v,6.72,0,0,0,0,0,0,0,0,0,0,2,3l4v
1900,3l4w,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3l4w,6.0,0,0,0,0,0,0,0,0,0,0,2,3l4w
1901,3l4x,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3l4x,6.89,0,0,0,0,0,0,0,0,0,0,2,3l4x
1902,3l4y,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3l4y,7.0,0,0,0,0,0,0,0,0,0,0,2,3l4y
1903,3l4z,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3l4z,6.72,0,0,0,0,0,0,0,0,0,0,2,3l4z
1904,3l59,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3l59,3.7,0,0,0,0,0,0,0,0,0,0,0,3l59
1905,3l6h,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3l6h,5.4,0,0,0,0,0,0,0,0,0,0,0,3l6h
1906,3l79,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3l79,2.46,0,0,0,0,0,0,0,0,0,0,0,3l79
1907,3l7a,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3l7a,4.33,0,0,0,0,0,0,0,0,0,0,0,3l7a
1908,3l7c,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3l7c,2.44,0,0,0,0,0,0,0,0,0,0,0,3l7c
1909,3lbj,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3lbj,4.96,0,0,0,0,0,0,0,0,0,0,0,3lbj
1910,3lbz,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3lbz,3.86,0,0,0,0,0,0,0,0,0,0,0,3lbz
1911,3lc3,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3lc3,5.23,0,0,0,0,0,0,0,0,0,0,0,3lc3
1912,3lcu,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3lcu,3.52,0,0,0,0,0,0,0,0,0,0,0,3lcu
1913,3lcv,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3lcv,4.74,0,0,0,0,0,0,0,0,0,0,0,3lcv
1914,3ldp,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3ldp,5.62,0,0,0,0,0,0,0,0,0,0,0,3ldp
1915,3ldq,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3ldq,5.36,0,0,0,0,0,0,0,0,0,0,0,3ldq
1916,3le9,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3le9,8.22,0,0,0,0,0,0,0,0,0,0,1,3le9
1917,3lgs,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3lgs,4.61,0,0,0,0,0,0,0,0,0,0,0,3lgs
1918,3lir,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3lir,6.92,0,0,0,0,0,0,0,0,0,0,2,3lir
1919,3liw,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3liw,7.6,0,0,0,0,0,0,0,0,0,0,2,3liw
1920,3ljo,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3ljo,6.62,0,0,0,0,0,0,0,0,0,0,2,3ljo
1921,3ljz,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3ljz,8.14,0,0,0,0,0,0,0,0,0,0,1,3ljz
1922,3lmk,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3lmk,5.94,0,0,0,0,0,0,0,0,0,0,0,3lmk
1923,3lp4,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3lp4,4.88,0,0,0,0,0,0,0,0,0,0,0,3lp4
1924,3lpi,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3lpi,8.52,0,0,0,0,0,0,0,0,0,0,1,3lpi
1925,3lpk,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3lpk,9.1,0,0,0,0,0,0,0,0,0,0,1,3lpk
1926,3lpl,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3lpl,5.62,0,0,0,0,0,0,0,0,0,0,0,3lpl
1927,3lpp,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3lpp,6.22,0,0,0,0,0,0,0,0,0,0,2,3lpp
1928,3lq2,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3lq2,5.22,0,0,0,0,0,0,0,0,0,0,0,3lq2
1929,3lvw,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3lvw,2.67,0,0,0,0,0,0,0,0,0,0,0,3lvw
1930,3lxe,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3lxe,6.6,0,0,0,0,0,0,0,0,0,0,2,3lxe
1931,3lzs,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3lzs,10.96,0,0,0,0,0,0,0,0,0,0,1,3lzs
1932,3lzu,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3lzu,10.06,0,0,0,0,0,0,0,0,0,0,1,3lzu
1933,3lzz,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3lzz,3.84,0,0,0,0,0,0,0,0,0,0,0,3lzz
1934,3m1k,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3m1k,5.39,0,0,0,0,0,0,0,0,0,0,0,3m1k
1935,3m35,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3m35,7.22,0,0,0,0,0,0,0,0,0,0,2,3m35
1936,3m36,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3m36,9.82,0,0,0,0,0,0,0,0,0,0,1,3m36
1937,3m37,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3m37,9.04,0,0,0,0,0,0,0,0,0,0,1,3m37
1938,3m3c,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3m3c,4.06,0,0,0,0,0,0,0,0,0,0,0,3m3c
1939,3m3e,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3m3e,4.43,0,0,0,0,0,0,0,0,0,0,0,3m3e
1940,3m3x,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3m3x,6.82,0,0,0,0,0,0,0,0,0,0,2,3m3x
1941,3m3z,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3m3z,5.73,0,0,0,0,0,0,0,0,0,0,0,3m3z
1942,3m40,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3m40,6.77,0,0,0,0,0,0,0,0,0,0,2,3m40
1943,3m5e,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3m5e,7.37,0,0,0,0,0,0,0,0,0,0,2,3m5e
1944,3m67,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3m67,6.74,0,0,0,0,0,0,0,0,0,0,2,3m67
1945,3m6r,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3m6r,7.49,0,0,0,0,0,0,0,0,0,0,2,3m6r
1946,3m89,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3m89,6.16,0,0,0,0,0,0,0,0,0,0,2,3m89
1947,3m8t,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3m8t,4.0,0,0,0,0,0,0,0,0,0,0,0,3m8t
1948,3m8u,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3m8u,4.89,0,0,0,0,0,0,0,0,0,0,0,3m8u
1949,3m96,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3m96,7.22,0,0,0,0,0,0,0,0,0,0,2,3m96
1950,3mam,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3mam,4.12,0,0,0,0,0,0,0,0,0,0,0,3mam
1951,3mdz,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3mdz,9.1,0,0,0,0,0,0,0,0,0,0,1,3mdz
1952,3mf5,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3mf5,5.36,0,0,0,0,0,0,0,0,0,0,0,3mf5
1953,3mfv,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3mfv,2.52,0,0,0,0,0,0,0,0,0,0,0,3mfv
1954,3mhc,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3mhc,7.96,0,0,0,0,0,0,0,0,0,0,2,3mhc
1955,3mhi,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3mhi,6.7,0,0,0,0,0,0,0,0,0,0,2,3mhi
1956,3mhl,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3mhl,7.25,0,0,0,0,0,0,0,0,0,0,2,3mhl
1957,3mho,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3mho,6.49,0,0,0,0,0,0,0,0,0,0,2,3mho
1958,3mhw,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3mhw,2.3,0,0,0,0,0,0,0,0,0,0,0,3mhw
1959,3mi2,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3mi2,7.77,0,0,0,0,0,0,0,0,0,0,2,3mi2
1960,3mi3,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3mi3,5.45,0,0,0,0,0,0,0,0,0,0,0,3mi3
1961,3miy,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3miy,7.68,0,0,0,0,0,0,0,0,0,0,2,3miy
1962,3ml2,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3ml2,8.05,0,0,0,0,0,0,0,0,0,0,1,3ml2
1963,3ml5,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3ml5,8.52,0,0,0,0,0,0,0,0,0,0,1,3ml5
1964,3mmf,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3mmf,7.43,0,0,0,0,0,0,0,0,0,0,2,3mmf
1965,3mna,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3mna,7.39,0,0,0,0,0,0,0,0,0,0,2,3mna
1966,3moe,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3moe,4.3,0,0,0,0,0,0,0,0,0,0,0,3moe
1967,3mof,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3mof,3.07,0,0,0,0,0,0,0,0,0,0,0,3mof
1968,3moh,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3moh,2.84,0,0,0,0,0,0,0,0,0,0,0,3moh
1969,3ms9,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3ms9,5.22,0,0,0,0,0,0,0,0,0,0,0,3ms9
1970,3mtw,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3mtw,7.04,0,0,0,0,0,0,0,0,0,0,2,3mtw
1971,3muz,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3muz,3.46,0,0,0,0,0,0,0,0,0,0,0,3muz
1972,3mv0,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3mv0,3.85,0,0,0,0,0,0,0,0,0,0,0,3mv0
1973,3mxd,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3mxd,8.83,0,0,0,0,0,0,0,0,0,0,1,3mxd
1974,3mxe,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3mxe,10.01,0,0,0,0,0,0,0,0,0,0,1,3mxe
1975,3myq,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3myq,7.52,0,0,0,0,0,0,0,0,0,0,2,3myq
1976,3mz6,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3mz6,7.2,0,0,0,0,0,0,0,0,0,0,2,3mz6
1977,3mzc,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3mzc,6.65,0,0,0,0,0,0,0,0,0,0,2,3mzc
1978,3n0n,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3n0n,7.3,0,0,0,0,0,0,0,0,0,0,2,3n0n
1979,3n1c,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3n1c,5.22,0,0,0,0,0,0,0,0,0,0,0,3n1c
1980,3n2p,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3n2p,7.82,0,0,0,0,0,0,0,0,0,0,2,3n2p
1981,3n2u,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3n2u,7.84,0,0,0,0,0,0,0,0,0,0,2,3n2u
1982,3n2v,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3n2v,7.51,0,0,0,0,0,0,0,0,0,0,2,3n2v
1983,3n35,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3n35,3.37,0,0,0,0,0,0,0,0,0,0,0,3n35
1984,3n3g,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3n3g,7.24,0,0,0,0,0,0,0,0,0,0,2,3n3g
1985,3n4b,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3n4b,7.02,0,0,0,0,0,0,0,0,0,0,2,3n4b
1986,3n7h,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3n7h,4.5,0,0,0,0,0,0,0,0,0,0,0,3n7h
1987,3n7o,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3n7o,7.14,0,0,0,0,0,0,0,0,0,0,2,3n7o
1988,3n8k,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3n8k,4.05,0,0,0,0,0,0,0,0,0,0,0,3n8k
1989,3n9r,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3n9r,7.15,0,0,0,0,0,0,0,0,0,0,2,3n9r
1990,3n9s,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3n9s,5.26,0,0,0,0,0,0,0,0,0,0,0,3n9s
1991,3nb5,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nb5,7.74,0,0,0,0,0,0,0,0,0,0,2,3nb5
1992,3nee,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nee,5.34,0,0,0,0,0,0,0,0,0,0,0,3nee
1993,3neo,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3neo,5.92,0,0,0,0,0,0,0,0,0,0,0,3neo
1994,3nes,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nes,5.62,0,0,0,0,0,0,0,0,0,0,0,3nes
1995,3nex,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nex,6.0,0,0,0,0,0,0,0,0,0,0,2,3nex
1996,3ng4,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3ng4,5.43,0,0,0,0,0,0,0,0,0,0,0,3ng4
1997,3nhi,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nhi,8.43,0,0,0,0,0,0,0,0,0,0,1,3nhi
1998,3nht,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nht,7.01,0,0,0,0,0,0,0,0,0,0,2,3nht
1999,3ni5,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3ni5,7.55,0,0,0,0,0,0,0,0,0,0,2,3ni5
2000,3nik,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nik,3.45,0,0,0,0,0,0,0,0,0,0,0,3nik
2001,3nim,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nim,4.75,0,0,0,0,0,0,0,0,0,0,0,3nim
2002,3njq,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3njq,4.89,0,0,0,0,0,0,0,0,0,0,0,3njq
2003,3nkk,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nkk,4.7,0,0,0,0,0,0,0,0,0,0,0,3nkk
2004,3nox,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nox,8.66,0,0,0,0,0,0,0,0,0,0,1,3nox
2005,3nsn,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nsn,7.19,0,0,0,0,0,0,0,0,0,0,2,3nsn
2006,3nu3,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nu3,9.82,0,0,0,0,0,0,0,0,0,0,1,3nu3
2007,3nu4,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nu4,8.82,0,0,0,0,0,0,0,0,0,0,1,3nu4
2008,3nu5,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nu5,8.35,0,0,0,0,0,0,0,0,0,0,1,3nu5
2009,3nu6,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nu6,9.3,0,0,0,0,0,0,0,0,0,0,1,3nu6
2010,3nu9,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nu9,9.05,0,0,0,0,0,0,0,0,0,0,1,3nu9
2011,3nuj,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nuj,9.39,0,0,0,0,0,0,0,0,0,0,1,3nuj
2012,3nuo,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nuo,9.8,0,0,0,0,0,0,0,0,0,0,1,3nuo
2013,3nw3,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nw3,6.49,0,0,0,0,0,0,0,0,0,0,2,3nw3
2014,3ny3,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3ny3,4.71,0,0,0,0,0,0,0,0,0,0,0,3ny3
2015,3nyd,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nyd,3.48,0,0,0,0,0,0,0,0,0,0,0,3nyd
2016,3nyx,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nyx,7.49,0,0,0,0,0,0,0,0,0,0,2,3nyx
2017,3nzk,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3nzk,9.27,0,0,0,0,0,0,0,0,0,0,1,3nzk
2018,3o4k,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3o4k,7.62,0,0,0,0,0,0,0,0,0,0,2,3o4k
2019,3o56,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3o56,9.1,0,0,0,0,0,0,0,0,0,0,1,3o56
2020,3o5n,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3o5n,4.76,0,0,0,0,0,0,0,0,0,0,0,3o5n
2021,3o5x,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3o5x,5.28,0,0,0,0,0,0,0,0,0,0,0,3o5x
2022,3o75,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3o75,6.68,0,0,0,0,0,0,0,0,0,0,2,3o75
2023,3o7u,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3o7u,7.28,0,0,0,0,0,0,0,0,0,0,2,3o7u
2024,3o8p,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3o8p,6.46,0,0,0,0,0,0,0,0,0,0,2,3o8p
2025,3o9a,0/pdbbind2016_refined_pybel_processed_crystal_48_radius1_sigma1_rot0_train/3o9a,10.7,0,0,0,0,0,0,0,0,0,0,1,3o9a
